participant,question,original_column,phase,response
25,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .1,during,4 - Agree
26,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .1,during,1 - Strongly disagree
27,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .1,during,5 - Strongly agree
28,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .1,during,5 - Strongly agree
29,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .1,during,5 - Strongly agree
30,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .1,during,4 - Agree
0,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,2 - Disagree
1,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,3 - Neither disagree or agree
2,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,3 - Neither disagree or agree
3,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,2 - Disagree
4,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,3 - Neither disagree or agree
5,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,3 - Neither disagree or agree
6,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,3 - Neither disagree or agree
7,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,3 - Neither disagree or agree
8,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,2 - Disagree
9,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,3 - Neither disagree or agree
10,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,2 - Disagree
11,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,2 - Disagree
12,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,4 - Agree
13,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,3 - Neither disagree or agree
14,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,3 - Neither disagree or agree
15,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,3 - Neither disagree or agree
16,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,3 - Neither disagree or agree
17,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,4 - Agree
18,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,2 - Disagree
19,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,4 - Agree
20,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,5 - Strongly agree
21,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,2 - Disagree
22,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,1 - Strongly disagree
23,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,3 - Neither disagree or agree
24,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,2 - Disagree
25,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,3 - Neither disagree or agree
26,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,1 - Strongly disagree
27,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,2 - Disagree
28,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,4 - Agree
29,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,3 - Neither disagree or agree
30,Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)),Did you feel disconnected from your academic or work environment? (Question adapted from Hohne et al. (2022); Siegel et al. (2022)) .2,after,2 - Disagree
0,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
1,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
2,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
3,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,3 - Neither diagree or agree
4,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
5,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,3 - Neither diagree or agree
6,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,2 - Disagree
7,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
8,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
9,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
10,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
11,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
12,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,2 - Disagree
13,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
14,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,3 - Neither diagree or agree
15,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
16,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,5 - Strongly agree
17,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
18,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
19,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
20,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,5 - Strongly agree
21,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
22,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,5 - Strongly agree
23,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,5 - Strongly agree
24,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,3 - Neither diagree or agree
25,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
26,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
28,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,4 - Agree
29,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,3 - Neither diagree or agree
30,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),before,2 - Disagree
0,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,4 - Agree
1,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,2 - Disagree
2,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,2 - Disagree
3,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,3 - Neither diagree or agree
4,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,5 - Strongly agree
5,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,3 - Neither diagree or agree
6,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,3 - Neither diagree or agree
7,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,4 - Agree
8,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,3 - Neither diagree or agree
9,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,2 - Disagree
10,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,3 - Neither diagree or agree
11,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,2 - Disagree
12,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,3 - Neither diagree or agree
13,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,3 - Neither diagree or agree
14,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,3 - Neither diagree or agree
15,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,4 - Agree
16,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,1 - Strongly Disagree
17,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,2 - Disagree
18,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,4 - Agree
19,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,2 - Disagree
20,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,4 - Agree
21,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,4 - Agree
22,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,5 - Strongly agree
23,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,3 - Neither diagree or agree
24,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,4 - Agree
25,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,2 - Disagree
26,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,5 - Strongly agree
27,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,4 - Agree
28,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,4 - Agree
29,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,1 - Strongly Disagree
30,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .1,during,2 - Disagree
0,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,5 - Strongly agree
1,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,4 - Agree
2,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,4 - Agree
3,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,3 - Neither diagree or agree
4,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,2 - Disagree
5,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,3 - Neither diagree or agree
6,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,3 - Neither diagree or agree
7,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,4 - Agree
8,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,4 - Agree
9,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,2 - Disagree
10,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,3 - Neither diagree or agree
11,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,5 - Strongly agree
12,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,4 - Agree
13,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,5 - Strongly agree
14,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,3 - Neither diagree or agree
15,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,4 - Agree
16,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,4 - Agree
17,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,3 - Neither diagree or agree
18,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,4 - Agree
19,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,2 - Disagree
20,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,5 - Strongly agree
21,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,4 - Agree
22,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,4 - Agree
23,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,3 - Neither diagree or agree
24,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,4 - Agree
25,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,4 - Agree
26,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,4 - Agree
27,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,5 - Strongly agree
28,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,4 - Agree
29,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,3 - Neither diagree or agree
30,I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)),I feel that my practical computer science skills improved. (Question inspired by Palova et al. (2023)) .2,after,4 - Agree
0,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,2 - Disagree
1,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,5 - Strongly agree
2,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,5 - Strongly agree
3,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,4 - Agree
4,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,2 - Disagree
5,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,5 - Strongly agree
6,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,4 - Agree
7,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,5 - Strongly agree
8,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,4 - Agree
9,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,5 - Strongly agree
10,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,2 - Disagree
11,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,4 - Agree
12,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,5 - Strongly agree
13,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,4 - Agree
14,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,3 - Neither disagree or agree
15,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,2 - Disagree
16,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,5 - Strongly agree
17,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,4 - Agree
18,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,4 - Agree
19,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,5 - Strongly agree
20,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,5 - Strongly agree
21,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,5 - Strongly agree
